lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5
35.109291076660156,129.09500122070312,35.109275817871094,129.09500122070312,35.10926055908203,129.09500122070312,35.1092529296875,129.09500122070312,35.10924530029297,129.09500122070312
35.109275817871094,129.09500122070312,35.10926055908203,129.09500122070312,35.1092529296875,129.09500122070312,35.10924530029297,129.09500122070312,35.1092414855957,129.09500122070312
35.10926055908203,129.09500122070312,35.1092529296875,129.09500122070312,35.10924530029297,129.09500122070312,35.1092414855957,129.09500122070312,35.10923767089844,129.09500122070312
35.1092529296875,129.09500122070312,35.10924530029297,129.09500122070312,35.1092414855957,129.09500122070312,35.10923767089844,129.09500122070312,35.109249114990234,129.09498596191406
35.10924530029297,129.09500122070312,35.1092414855957,129.09500122070312,35.10923767089844,129.09500122070312,35.109249114990234,129.09498596191406,35.10924530029297,129.09498596191406
35.1092414855957,129.09500122070312,35.10923767089844,129.09500122070312,35.109249114990234,129.09498596191406,35.10924530029297,129.09498596191406,35.10923767089844,129.09498596191406
35.10923767089844,129.09500122070312,35.109249114990234,129.09498596191406,35.10924530029297,129.09498596191406,35.10923767089844,129.09498596191406,35.109230041503906,129.09498596191406
35.109249114990234,129.09498596191406,35.10924530029297,129.09498596191406,35.10923767089844,129.09498596191406,35.109230041503906,129.09498596191406,35.10921859741211,129.09498596191406
35.10924530029297,129.09498596191406,35.10923767089844,129.09498596191406,35.109230041503906,129.09498596191406,35.10921859741211,129.09498596191406,35.10920333862305,129.09498596191406
35.10923767089844,129.09498596191406,35.109230041503906,129.09498596191406,35.10921859741211,129.09498596191406,35.10920333862305,129.09498596191406,35.10919189453125,129.09498596191406
35.109230041503906,129.09498596191406,35.10921859741211,129.09498596191406,35.10920333862305,129.09498596191406,35.10919189453125,129.09498596191406,35.10918426513672,129.094970703125
35.10921859741211,129.09498596191406,35.10920333862305,129.09498596191406,35.10919189453125,129.09498596191406,35.10918426513672,129.094970703125,35.10917663574219,129.094970703125
35.10920333862305,129.09498596191406,35.10919189453125,129.09498596191406,35.10918426513672,129.094970703125,35.10917663574219,129.094970703125,35.109161376953125,129.09495544433594
35.10919189453125,129.09498596191406,35.10918426513672,129.094970703125,35.10917663574219,129.094970703125,35.109161376953125,129.09495544433594,35.10914993286133,129.09495544433594
35.10918426513672,129.094970703125,35.10917663574219,129.094970703125,35.109161376953125,129.09495544433594,35.10914993286133,129.09495544433594,35.10912322998047,129.09494018554688
35.10917663574219,129.094970703125,35.109161376953125,129.09495544433594,35.10914993286133,129.09495544433594,35.10912322998047,129.09494018554688,35.10909652709961,129.0949249267578
35.109161376953125,129.09495544433594,35.10914993286133,129.09495544433594,35.10912322998047,129.09494018554688,35.10909652709961,129.0949249267578,35.10906219482422,129.0949249267578
35.10914993286133,129.09495544433594,35.10912322998047,129.09494018554688,35.10909652709961,129.0949249267578,35.10906219482422,129.0949249267578,35.10902786254883,129.0949249267578
35.10912322998047,129.09494018554688,35.10909652709961,129.0949249267578,35.10906219482422,129.0949249267578,35.10902786254883,129.0949249267578,35.108985900878906,129.0949249267578
35.10909652709961,129.0949249267578,35.10906219482422,129.0949249267578,35.10902786254883,129.0949249267578,35.108985900878906,129.0949249267578,35.10894012451172,129.0949249267578
35.10906219482422,129.0949249267578,35.10902786254883,129.0949249267578,35.108985900878906,129.0949249267578,35.10894012451172,129.0949249267578,35.10890579223633,129.0949249267578
35.10902786254883,129.0949249267578,35.108985900878906,129.0949249267578,35.10894012451172,129.0949249267578,35.10890579223633,129.0949249267578,35.108863830566406,129.09494018554688
35.108985900878906,129.0949249267578,35.10894012451172,129.0949249267578,35.10890579223633,129.0949249267578,35.108863830566406,129.09494018554688,35.10883331298828,129.09494018554688
35.10894012451172,129.0949249267578,35.10890579223633,129.0949249267578,35.108863830566406,129.09494018554688,35.10883331298828,129.09494018554688,35.10878372192383,129.09494018554688
35.10890579223633,129.0949249267578,35.108863830566406,129.09494018554688,35.10883331298828,129.09494018554688,35.10878372192383,129.09494018554688,35.108741760253906,129.09494018554688
35.108863830566406,129.09494018554688,35.10883331298828,129.09494018554688,35.10878372192383,129.09494018554688,35.108741760253906,129.09494018554688,35.10870361328125,129.09495544433594
35.10883331298828,129.09494018554688,35.10878372192383,129.09494018554688,35.108741760253906,129.09494018554688,35.10870361328125,129.09495544433594,35.108665466308594,129.09495544433594
35.10878372192383,129.09494018554688,35.108741760253906,129.09494018554688,35.10870361328125,129.09495544433594,35.108665466308594,129.09495544433594,35.10862350463867,129.09495544433594
35.108741760253906,129.09494018554688,35.10870361328125,129.09495544433594,35.108665466308594,129.09495544433594,35.10862350463867,129.09495544433594,35.10858154296875,129.094970703125
35.10870361328125,129.09495544433594,35.108665466308594,129.09495544433594,35.10862350463867,129.09495544433594,35.10858154296875,129.094970703125,35.10853958129883,129.094970703125
35.108665466308594,129.09495544433594,35.10862350463867,129.09495544433594,35.10858154296875,129.094970703125,35.10853958129883,129.094970703125,35.108489990234375,129.094970703125
35.10862350463867,129.09495544433594,35.10858154296875,129.094970703125,35.10853958129883,129.094970703125,35.108489990234375,129.094970703125,35.108455657958984,129.09498596191406
35.10858154296875,129.094970703125,35.10853958129883,129.094970703125,35.108489990234375,129.094970703125,35.108455657958984,129.09498596191406,35.10841751098633,129.09498596191406
35.10853958129883,129.094970703125,35.108489990234375,129.094970703125,35.108455657958984,129.09498596191406,35.10841751098633,129.09498596191406,35.108375549316406,129.09498596191406
35.108489990234375,129.094970703125,35.108455657958984,129.09498596191406,35.10841751098633,129.09498596191406,35.108375549316406,129.09498596191406,35.108333587646484,129.09500122070312
35.108455657958984,129.09498596191406,35.10841751098633,129.09498596191406,35.108375549316406,129.09498596191406,35.108333587646484,129.09500122070312,35.10828399658203,129.09500122070312
35.10841751098633,129.09498596191406,35.108375549316406,129.09498596191406,35.108333587646484,129.09500122070312,35.10828399658203,129.09500122070312,35.108253479003906,129.09500122070312
35.108375549316406,129.09498596191406,35.108333587646484,129.09500122070312,35.10828399658203,129.09500122070312,35.108253479003906,129.09500122070312,35.10821533203125,129.0950164794922
35.108333587646484,129.09500122070312,35.10828399658203,129.09500122070312,35.108253479003906,129.09500122070312,35.10821533203125,129.0950164794922,35.108177185058594,129.0950164794922
35.10828399658203,129.09500122070312,35.108253479003906,129.09500122070312,35.10821533203125,129.0950164794922,35.108177185058594,129.0950164794922,35.108131408691406,129.09503173828125
35.108253479003906,129.09500122070312,35.10821533203125,129.0950164794922,35.108177185058594,129.0950164794922,35.108131408691406,129.09503173828125,35.10810470581055,129.09503173828125
35.10821533203125,129.0950164794922,35.108177185058594,129.0950164794922,35.108131408691406,129.09503173828125,35.10810470581055,129.09503173828125,35.108070373535156,129.09503173828125
35.108177185058594,129.0950164794922,35.108131408691406,129.09503173828125,35.10810470581055,129.09503173828125,35.108070373535156,129.09503173828125,35.1080322265625,129.09503173828125
35.108131408691406,129.09503173828125,35.10810470581055,129.09503173828125,35.108070373535156,129.09503173828125,35.1080322265625,129.09503173828125,35.107994079589844,129.0950469970703
35.10810470581055,129.09503173828125,35.108070373535156,129.09503173828125,35.1080322265625,129.09503173828125,35.107994079589844,129.0950469970703,35.10795974731445,129.0950469970703
35.108070373535156,129.09503173828125,35.1080322265625,129.09503173828125,35.107994079589844,129.0950469970703,35.10795974731445,129.0950469970703,35.1079216003418,129.09506225585938
35.1080322265625,129.09503173828125,35.107994079589844,129.0950469970703,35.10795974731445,129.0950469970703,35.1079216003418,129.09506225585938,35.107879638671875,129.09506225585938
35.107994079589844,129.0950469970703,35.10795974731445,129.0950469970703,35.1079216003418,129.09506225585938,35.107879638671875,129.09506225585938,35.10783767700195,129.09506225585938
35.10795974731445,129.0950469970703,35.1079216003418,129.09506225585938,35.107879638671875,129.09506225585938,35.10783767700195,129.09506225585938,35.10779571533203,129.09506225585938
35.1079216003418,129.09506225585938,35.107879638671875,129.09506225585938,35.10783767700195,129.09506225585938,35.10779571533203,129.09506225585938,35.107765197753906,129.09507751464844
35.107879638671875,129.09506225585938,35.10783767700195,129.09506225585938,35.10779571533203,129.09506225585938,35.107765197753906,129.09507751464844,35.10771179199219,129.09507751464844
35.10783767700195,129.09506225585938,35.10779571533203,129.09506225585938,35.107765197753906,129.09507751464844,35.10771179199219,129.09507751464844,35.107669830322266,129.09507751464844
35.10779571533203,129.09506225585938,35.107765197753906,129.09507751464844,35.10771179199219,129.09507751464844,35.107669830322266,129.09507751464844,35.10762023925781,129.0950927734375
35.107765197753906,129.09507751464844,35.10771179199219,129.09507751464844,35.107669830322266,129.09507751464844,35.10762023925781,129.0950927734375,35.107582092285156,129.0950927734375
35.10771179199219,129.09507751464844,35.107669830322266,129.09507751464844,35.10762023925781,129.0950927734375,35.107582092285156,129.0950927734375,35.107540130615234,129.0950927734375
35.107669830322266,129.09507751464844,35.10762023925781,129.0950927734375,35.107582092285156,129.0950927734375,35.107540130615234,129.0950927734375,35.10749435424805,129.0950927734375
35.10762023925781,129.0950927734375,35.107582092285156,129.0950927734375,35.107540130615234,129.0950927734375,35.10749435424805,129.0950927734375,35.10744857788086,129.09510803222656
35.107582092285156,129.0950927734375,35.107540130615234,129.0950927734375,35.10749435424805,129.0950927734375,35.10744857788086,129.09510803222656,35.10741424560547,129.09510803222656
